65.285,183.021,49.9656,1
64.6744,182.23,54.7403,1
64.1318,181.39,59.5149,1
63.6609,180.508,64.2896,1
63.2651,179.59,69.0642,1
62.9471,178.642,73.8389,1
62.7091,177.672,78.6135,1
62.5527,176.684,83.3882,1
62.4775,175.687,87.2414,1
62.4294,174.688,87.2414,1
62.3813,173.689,87.2414,1
62.3331,172.691,87.2414,1
62.285,171.692,87.2414,1
62.2369,170.693,87.2414,1
62.1888,169.694,87.2414,1
62.1406,168.695,87.2414,1
62.0925,167.696,87.2414,1
62.0444,166.698,87.2414,1
61.9963,165.699,87.2414,1
61.9481,164.7,87.2414,1
61.9,163.701,87.2414,1
61.8519,162.702,87.2414,1
61.8037,161.703,87.2414,1
61.7556,160.705,87.2414,1
61.7075,159.706,87.2414,1
61.6593,158.707,87.2414,1
61.6112,157.708,87.2414,1
61.5614,156.709,86.28,1
61.5614,156.709,86.28,1
61.0515,154.697,79.28,1
60.3002,152.762,72.28,1
60.0394,150.703,79.28,1
59.2881,148.768,72.28,1
59.0272,146.709,79.28,1
58.6409,144.668,79.28,1
58.6329,142.593,86.28,1
58.878,140.532,93.28,1
59.3724,138.516,100.28,1
60.1088,136.575,107.28,1
61.0762,134.739,114.28,1
62.2602,133.034,121.28,1
63.6431,131.486,128.28,1
65.2044,130.118,135.28,1
66.9207,128.951,142.28,1
68.7665,128.001,149.28,1
70.7143,127.284,156.28,1
72.7349,126.809,163.28,1
74.7983,126.584,170.28,1
76.8738,126.613,177.28,1
