76.8475,126.614,177.355,2
75.8478,126.635,180.22,2
74.8483,126.606,183.085,2
73.8515,126.528,185.95,2
72.8599,126.399,188.815,2
71.876,126.221,191.679,2
70.9021,125.994,194.544,2
69.9409,125.719,197.409,2
68.9946,125.396,200.274,2
68.0656,125.026,203.139,2
67.1562,124.611,206.003,2
66.2688,124.15,208.868,2
65.4055,123.645,211.733,2
64.5685,123.098,214.598,2
63.7598,122.51,217.463,2
63.8745,122.618,220.327,1
64.6204,123.284,223.192,1
65.332,123.987,226.057,1
66.0077,124.724,228.922,1
66.6457,125.494,231.786,1
67.2444,126.295,234.651,1
67.8023,127.124,237.516,1
68.318,127.981,240.381,1
68.7903,128.862,243.246,1
69.218,129.766,246.11,1
69.6,130.69,248.975,1
69.9352,131.632,251.84,1
70.223,132.59,254.705,1
70.4626,133.561,257.57,1
70.6534,134.542,260.434,1
70.7948,135.532,263.299,1
70.8866,136.528,266.164,1
70.9286,137.527,269.029,1
70.9205,138.527,271.893,1
70.8625,139.525,274.758,1
70.7547,140.519,277.623,1
70.5973,141.506,280.488,1
70.3908,142.485,283.353,1
70.1356,143.451,286.217,1
69.8325,144.404,289.082,1
69.482,145.341,291.947,1
69.0853,146.258,294.812,1
68.6431,147.155,297.677,1
68.1567,148.029,300.541,1
67.6272,148.877,303.406,1
67.056,149.698,306.271,1
66.445,150.489,308.67,1
65.8202,151.27,308.67,1
65.1954,152.051,308.67,1
64.5705,152.832,308.67,1
63.9457,153.612,308.67,1
63.3209,154.393,308.67,1
62.696,155.174,308.67,1
62.0712,155.955,308.67,1
61.4464,156.735,308.67,1
60.8215,157.516,308.67,1
60.1967,158.297,308.67,1
59.5719,159.078,308.67,1
58.9422,159.854,310.11,1
58.279,160.603,312.975,1
57.5794,161.317,315.84,1
57.5794,161.317,315.84,1
56.3788,163.01,308.84,1
55.3934,164.837,301.84,1
54.6381,166.771,294.84,1
53.4375,168.464,301.84,1
52.0395,169.998,308.84,1
50.4649,171.35,315.84,1
48.7373,172.501,322.84,1
47.3393,174.035,315.84,1
46.1387,175.728,308.84,1
45.1534,177.555,301.84,1
44.398,179.488,294.84,1
43.8839,181.499,287.84,1
43.6188,183.558,280.84,1
43.6065,185.634,273.84,1
43.8472,187.695,266.84,1
44.3374,189.712,259.84,1
45.0697,191.654,252.84,1
46.0333,193.493,245.84,1
47.2137,195.2,238.84,1
48.5934,196.751,231.84,1
50.1518,198.122,224.84,1
51.8657,199.293,217.84,1
53.7095,200.246,210.84,1
55.6557,200.968,203.84,1
57.6754,201.446,196.84,1
59.7383,201.676,189.84,1
